PK,O*NET-SOC Code,Title,Interests Element ID,Interests Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
6435,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6436,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.a,Realistic,OI,Occupational Interests,6.12,Nov-23,Machine Learning
6437,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.b,Investigative,OI,Occupational Interests,2.81,Nov-23,Machine Learning
6438,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6439,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.d,Social,OI,Occupational Interests,1.57,Nov-23,Machine Learning
6440,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.e,Enterprising,OI,Occupational Interests,1.57,Nov-23,Machine Learning
6441,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.f,Conventional,OI,Occupational Interests,5.36,Nov-23,Machine Learning
6442,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6443,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6444,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6445,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.a,Realistic,OI,Occupational Interests,6.69,Nov-23,Machine Learning
6446,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.b,Investigative,OI,Occupational Interests,3.45,Nov-23,Machine Learning
6447,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.c,Artistic,OI,Occupational Interests,1.06,Nov-23,Machine Learning
6448,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.d,Social,OI,Occupational Interests,1.37,Nov-23,Machine Learning
6449,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.e,Enterprising,OI,Occupational Interests,1.36,Nov-23,Machine Learning
6450,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.f,Conventional,OI,Occupational Interests,4.53,Nov-23,Machine Learning
6451,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6452,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6453,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6454,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.a,Realistic,OI,Occupational Interests,6.49,Nov-23,Machine Learning
6455,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.b,Investigative,OI,Occupational Interests,2.42,Nov-23,Machine Learning
6456,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6457,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.d,Social,OI,Occupational Interests,1.81,Nov-23,Machine Learning
6458,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.e,Enterprising,OI,Occupational Interests,1.59,Nov-23,Machine Learning
6459,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.f,Conventional,OI,Occupational Interests,4.74,Nov-23,Machine Learning
6460,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6461,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6462,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6463,49-2091.00,Avionics Technicians,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6464,49-2091.00,Avionics Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.16,Nov-23,Machine Learning
6465,49-2091.00,Avionics Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.24,Nov-23,Machine Learning
6466,49-2091.00,Avionics Technicians,1.B.1.d,Social,OI,Occupational Interests,1.34,Nov-23,Machine Learning
6467,49-2091.00,Avionics Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
6468,49-2091.00,Avionics Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.69,Nov-23,Machine Learning
6469,49-2091.00,Avionics Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6470,49-2091.00,Avionics Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6471,49-2091.00,Avionics Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6472,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6473,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.b,Investigative,OI,Occupational Interests,2.78,Nov-23,Machine Learning
6474,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6475,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.d,Social,OI,Occupational Interests,1.14,Nov-23,Machine Learning
6476,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.e,Enterprising,OI,Occupational Interests,1.06,Nov-23,Machine Learning
6477,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.f,Conventional,OI,Occupational Interests,4.09,Nov-23,Machine Learning
6478,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6479,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6480,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6481,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6482,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.b,Investigative,OI,Occupational Interests,3.37,Nov-23,Machine Learning
6483,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6484,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.d,Social,OI,Occupational Interests,1.16,Nov-23,Machine Learning
6485,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.e,Enterprising,OI,Occupational Interests,1.02,Nov-23,Machine Learning
6486,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.f,Conventional,OI,Occupational Interests,4.81,Nov-23,Machine Learning
6487,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6488,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6489,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6490,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6491,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.b,Investigative,OI,Occupational Interests,4.03,Nov-23,Machine Learning
6492,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6493,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
6494,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.e,Enterprising,OI,Occupational Interests,1.11,Nov-23,Machine Learning
6495,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.f,Conventional,OI,Occupational Interests,5.34,Nov-23,Machine Learning
6496,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6497,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6498,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6499,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6500,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.b,Investigative,OI,Occupational Interests,3.52,Nov-23,Machine Learning
6501,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6502,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.d,Social,OI,Occupational Interests,1.07,Nov-23,Machine Learning
6503,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.e,Enterprising,OI,Occupational Interests,1.3,Nov-23,Machine Learning
6504,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.f,Conventional,OI,Occupational Interests,5.27,Nov-23,Machine Learning
6505,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6506,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6507,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6508,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6509,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.b,Investigative,OI,Occupational Interests,3.54,Nov-23,Machine Learning
6510,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6511,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.d,Social,OI,Occupational Interests,1.2,Nov-23,Machine Learning
6512,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
6513,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.f,Conventional,OI,Occupational Interests,4.55,Nov-23,Machine Learning
6514,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6515,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6516,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6517,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.a,Realistic,OI,Occupational Interests,6.79,Nov-23,Machine Learning
6518,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.b,Investigative,OI,Occupational Interests,2.72,Nov-23,Machine Learning
6519,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1.55,Nov-23,Machine Learning
6520,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.d,Social,OI,Occupational Interests,1.6,Nov-23,Machine Learning
6521,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,1.12,Nov-23,Machine Learning
6522,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.f,Conventional,OI,Occupational Interests,4.76,Nov-23,Machine Learning
6523,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6524,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6525,49-2097.00,Audiovisual Equipment Installers and Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6526,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.a,Realistic,OI,Occupational Interests,6.67,Nov-23,Machine Learning
6527,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.b,Investigative,OI,Occupational Interests,3.3,Nov-23,Machine Learning
6528,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.c,Artistic,OI,Occupational Interests,1.03,Nov-23,Machine Learning
6529,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.d,Social,OI,Occupational Interests,1.39,Nov-23,Machine Learning
6530,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.e,Enterprising,OI,Occupational Interests,1.62,Nov-23,Machine Learning
6531,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.f,Conventional,OI,Occupational Interests,4.86,Nov-23,Machine Learning
6532,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6533,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6534,49-2098.00,Security and Fire Alarm Systems Installers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6535,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.85,Nov-23,Machine Learning
6536,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.b,Investigative,OI,Occupational Interests,3.74,Nov-23,Machine Learning
6537,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6538,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.d,Social,OI,Occupational Interests,1.3,Nov-23,Machine Learning
6539,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.83,Nov-23,Machine Learning
6540,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.68,Nov-23,Machine Learning
6541,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6542,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6543,49-3011.00,Aircraft Mechanics and Service Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6544,49-3021.00,Automotive Body and Related Repairers,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6545,49-3021.00,Automotive Body and Related Repairers,1.B.1.b,Investigative,OI,Occupational Interests,1.78,Nov-23,Machine Learning
6546,49-3021.00,Automotive Body and Related Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1.44,Nov-23,Machine Learning
6547,49-3021.00,Automotive Body and Related Repairers,1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
6548,49-3021.00,Automotive Body and Related Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,1.38,Nov-23,Machine Learning
6549,49-3021.00,Automotive Body and Related Repairers,1.B.1.f,Conventional,OI,Occupational Interests,3.43,Nov-23,Machine Learning
6550,49-3021.00,Automotive Body and Related Repairers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6551,49-3021.00,Automotive Body and Related Repairers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6552,49-3021.00,Automotive Body and Related Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6553,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6554,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.b,Investigative,OI,Occupational Interests,2.21,Nov-23,Machine Learning
6555,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6556,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.d,Social,OI,Occupational Interests,1.25,Nov-23,Machine Learning
6557,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,1.4,Nov-23,Machine Learning
6558,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.f,Conventional,OI,Occupational Interests,3.74,Nov-23,Machine Learning
6559,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6560,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6561,49-3022.00,Automotive Glass Installers and Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6562,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6563,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.b,Investigative,OI,Occupational Interests,3.57,Nov-23,Machine Learning
6564,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6565,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.d,Social,OI,Occupational Interests,1.44,Nov-23,Machine Learning
6566,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.e,Enterprising,OI,Occupational Interests,1.59,Nov-23,Machine Learning
6567,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.f,Conventional,OI,Occupational Interests,4.33,Nov-23,Machine Learning
6568,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6569,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6570,49-3023.00,Automotive Service Technicians and Mechanics,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6571,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6572,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.b,Investigative,OI,Occupational Interests,3.28,Nov-23,Machine Learning
6573,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6574,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.d,Social,OI,Occupational Interests,1.53,Nov-23,Machine Learning
6575,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.e,Enterprising,OI,Occupational Interests,1.3,Nov-23,Machine Learning
6576,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.f,Conventional,OI,Occupational Interests,3.73,Nov-23,Machine Learning
6577,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6578,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6579,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6580,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6581,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.b,Investigative,OI,Occupational Interests,3.12,Nov-23,Machine Learning
6582,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6583,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.d,Social,OI,Occupational Interests,1.35,Nov-23,Machine Learning
6584,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.01,Nov-23,Machine Learning
6585,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.1,Nov-23,Machine Learning
6586,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6587,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6588,49-3041.00,Farm Equipment Mechanics and Service Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6589,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6590,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.b,Investigative,OI,Occupational Interests,3.55,Nov-23,Machine Learning
6591,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6592,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.d,Social,OI,Occupational Interests,1,Nov-23,Machine Learning
6593,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
6594,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.f,Conventional,OI,Occupational Interests,4.2,Nov-23,Machine Learning
6595,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6596,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6597,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
6598,49-3043.00,Rail Car Repairers,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6599,49-3043.00,Rail Car Repairers,1.B.1.b,Investigative,OI,Occupational Interests,2.69,Nov-23,Machine Learning
6600,49-3043.00,Rail Car Repairers,1.B.1.c,Artistic,OI,Occupational Interests,1.22,Nov-23,Machine Learning
6601,49-3043.00,Rail Car Repairers,1.B.1.d,Social,OI,Occupational Interests,1.39,Nov-23,Machine Learning
6602,49-3043.00,Rail Car Repairers,1.B.1.e,Enterprising,OI,Occupational Interests,1.24,Nov-23,Machine Learning
6603,49-3043.00,Rail Car Repairers,1.B.1.f,Conventional,OI,Occupational Interests,4.17,Nov-23,Machine Learning
6604,49-3043.00,Rail Car Repairers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6605,49-3043.00,Rail Car Repairers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6606,49-3043.00,Rail Car Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6607,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6608,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.b,Investigative,OI,Occupational Interests,2.78,Nov-23,Machine Learning
6609,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
6610,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.d,Social,OI,Occupational Interests,1.09,Nov-23,Machine Learning
6611,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.67,Nov-23,Machine Learning
6612,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.f,Conventional,OI,Occupational Interests,3.97,Nov-23,Machine Learning
6613,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6614,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
6615,49-3051.00,Motorboat Mechanics and Service Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
6616,49-3052.00,Motorcycle Mechanics,1.B.1.a,Realistic,OI,Occupational Interests,7,Nov-23,Machine Learning
6617,49-3052.00,Motorcycle Mechanics,1.B.1.b,Investigative,OI,Occupational Interests,3.1,Nov-23,Machine Learning
6618,49-3052.00,Motorcycle Mechanics,1.B.1.c,Artistic,OI,Occupational Interests,1.18,Nov-23,Machine Learning
6619,49-3052.00,Motorcycle Mechanics,1.B.1.d,Social,OI,Occupational Interests,1.44,Nov-23,Machine Learning
6620,49-3052.00,Motorcycle Mechanics,1.B.1.e,Enterprising,OI,Occupational Interests,1,Nov-23,Machine Learning
6621,49-3052.00,Motorcycle Mechanics,1.B.1.f,Conventional,OI,Occupational Interests,3.58,Nov-23,Machine Learning
6622,49-3052.00,Motorcycle Mechanics,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
6623,49-3052.00,Motorcycle Mechanics,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
